기준년월,지자체,티맵카테고리중분류명,검색건수,전년동기검색건수,구성비,전년대비검색증감률
202004,서울특별시,전체,3259544,3435803,100.0,-5.1
202004,서울특별시,자연관광,28165,32272,0.9,-12.7
202004,서울특별시,역사관광,90044,86791,2.8,3.7
202004,서울특별시,체험관광,2143,2162,0.1,-0.9
202004,서울특별시,문화관광,530403,807987,16.3,-34.4
202004,서울특별시,레저스포츠,27176,31193,0.8,-12.9
202004,서울특별시,쇼핑,590389,564863,18.1,4.5
202004,서울특별시,음식,1547183,1259823,47.5,22.8
202004,서울특별시,숙박,346785,518886,10.6,-33.2
202004,서울특별시,기타관광,97256,131826,3.0,-26.2
202004,부산광역시,전체,1126438,1041594,100.0,8.1
202004,부산광역시,자연관광,118735,89673,10.5,32.4
202004,부산광역시,역사관광,37565,38283,3.3,-1.9
202004,부산광역시,체험관광,5009,6358,0.4,-21.2
202004,부산광역시,문화관광,112221,172030,10.0,-34.8
202004,부산광역시,레저스포츠,31034,29472,2.8,5.3
202004,부산광역시,쇼핑,213788,133996,19.0,59.5
202004,부산광역시,음식,454891,348856,40.4,30.4
202004,부산광역시,숙박,98271,127782,8.7,-23.1
202004,부산광역시,기타관광,54924,95144,4.9,-42.3
202004,대구광역시,전체,409744,519232,100.0,-21.1
202004,대구광역시,자연관광,19912,23470,4.9,-15.2
202004,대구광역시,역사관광,11881,11222,2.9,5.9
202004,대구광역시,체험관광,1496,2784,0.4,-46.3
202004,대구광역시,문화관광,65119,116725,15.9,-44.2
202004,대구광역시,레저스포츠,4686,8146,1.1,-42.5
202004,대구광역시,쇼핑,66089,65951,16.1,0.2
202004,대구광역시,음식,207081,220371,50.5,-6.0
202004,대구광역시,숙박,21132,48027,5.2,-56.0
202004,대구광역시,기타관광,12348,22536,3.0,-45.2
202004,인천광역시,전체,1636746,1562248,100.0,4.8
202004,인천광역시,자연관광,245851,147979,15.0,66.1
202004,인천광역시,역사관광,36247,37350,2.2,-3.0
202004,인천광역시,체험관광,3757,7493,0.2,-49.9
202004,인천광역시,문화관광,159607,223370,9.8,-28.5
202004,인천광역시,레저스포츠,96976,78748,5.9,23.1
202004,인천광역시,쇼핑,263211,198783,16.1,32.4
202004,인천광역시,음식,589073,423554,36.0,39.1
202004,인천광역시,숙박,123048,120760,7.5,1.9
202004,인천광역시,기타관광,118976,324211,7.3,-63.3
202004,광주광역시,전체,313098,286018,100.0,9.5
202004,광주광역시,자연관광,4495,5017,1.4,-10.4
202004,광주광역시,역사관광,4870,3435,1.6,41.8
202004,광주광역시,체험관광,34,9,0.0,277.8
202004,광주광역시,문화관광,35770,57793,11.4,-38.1
202004,광주광역시,레저스포츠,5909,5016,1.9,17.8
202004,광주광역시,쇼핑,39767,32697,12.7,21.6
202004,광주광역시,음식,187909,148307,60.0,26.7
202004,광주광역시,숙박,26109,24247,8.3,7.7
202004,광주광역시,기타관광,8235,9497,2.6,-13.3
202004,대전광역시,전체,371413,364572,100.0,1.9
202004,대전광역시,자연관광,15516,14864,4.2,4.4
202004,대전광역시,역사관광,2768,2408,0.7,15.0
202004,대전광역시,체험관광,189,122,0.1,54.9
202004,대전광역시,문화관광,50018,78239,13.5,-36.1
202004,대전광역시,레저스포츠,8102,6784,2.2,19.4
202004,대전광역시,쇼핑,41248,30764,11.1,34.1
202004,대전광역시,음식,216695,186626,58.3,16.1
202004,대전광역시,숙박,31658,40134,8.5,-21.1
202004,대전광역시,기타관광,5219,4631,1.4,12.7
202004,울산광역시,전체,271071,228647,100.0,18.6
202004,울산광역시,자연관광,32265,19504,11.9,65.4
202004,울산광역시,역사관광,10557,7709,3.9,36.9
202004,울산광역시,체험관광,1165,1140,0.4,2.2
202004,울산광역시,문화관광,34064,41729,12.6,-18.4
202004,울산광역시,레저스포츠,10965,9322,4.0,17.6
202004,울산광역시,쇼핑,20345,17354,7.5,17.2
202004,울산광역시,음식,122094,99440,45.0,22.8
202004,울산광역시,숙박,19618,18232,7.2,7.6
202004,울산광역시,기타관광,19998,14217,7.4,40.7
202004,세종특별자치시,전체,146657,126020,100.0,16.4
202004,세종특별자치시,자연관광,10764,7073,7.3,52.2
202004,세종특별자치시,역사관광,2236,1613,1.5,38.6
202004,세종특별자치시,체험관광,82,274,0.1,-70.1
202004,세종특별자치시,문화관광,24916,26188,17.0,-4.9
202004,세종특별자치시,레저스포츠,8067,4789,5.5,68.4
202004,세종특별자치시,쇼핑,9865,8005,6.7,23.2
202004,세종특별자치시,음식,86157,73607,58.7,17.1
202004,세종특별자치시,숙박,4241,4223,2.9,0.4
202004,세종특별자치시,기타관광,329,248,0.2,32.7
202004,경기도,전체,7855449,6061722,100.0,29.6
202004,경기도,자연관광,382120,221670,4.9,72.4
202004,경기도,역사관광,210928,154848,2.7,36.2
202004,경기도,체험관광,32096,36662,0.4,-12.5
202004,경기도,문화관광,898701,1068811,11.4,-15.9
202004,경기도,레저스포츠,883448,714549,11.2,23.6
202004,경기도,쇼핑,1244240,913690,15.8,36.2
202004,경기도,음식,3597138,2461066,45.8,46.2
202004,경기도,숙박,431990,351364,5.5,22.9
202004,경기도,기타관광,174788,139062,2.2,25.7
202004,강원도,전체,1715046,1199329,100.0,43.0
202004,강원도,자연관광,281604,174679,16.4,61.2
202004,강원도,역사관광,68526,49925,4.0,37.3
202004,강원도,체험관광,9277,8468,0.5,9.6
202004,강원도,문화관광,121375,143433,7.1,-15.4
202004,강원도,레저스포츠,160774,123945,9.4,29.7
202004,강원도,쇼핑,107532,51304,6.3,109.6
202004,강원도,음식,560517,354677,32.7,58.0
202004,강원도,숙박,347280,245952,20.2,41.2
202004,강원도,기타관광,58161,46946,3.4,23.9
202004,충청북도,전체,693032,636088,100.0,9.0
202004,충청북도,자연관광,44791,35999,6.5,24.4
202004,충청북도,역사관광,34480,25307,5.0,36.2
202004,충청북도,체험관광,5194,6957,0.7,-25.3
202004,충청북도,문화관광,72237,87285,10.4,-17.2
202004,충청북도,레저스포츠,129992,98213,18.8,32.4
202004,충청북도,쇼핑,42919,36484,6.2,17.6
202004,충청북도,음식,248920,205631,35.9,21.1
202004,충청북도,숙박,67168,72953,9.7,-7.9
202004,충청북도,기타관광,47331,67259,6.8,-29.6
202004,충청남도,전체,1318157,1150239,100.0,14.6
202004,충청남도,자연관광,272399,183125,20.7,48.8
202004,충청남도,역사관광,125055,124940,9.5,0.1
202004,충청남도,체험관광,16020,27686,1.2,-42.1
202004,충청남도,문화관광,135420,165951,10.3,-18.4
202004,충청남도,레저스포츠,71654,65743,5.4,9.0
202004,충청남도,쇼핑,83265,63680,6.3,30.8
202004,충청남도,음식,426682,340695,32.4,25.2
202004,충청남도,숙박,141222,116262,10.7,21.5
202004,충청남도,기타관광,46440,62157,3.5,-25.3
202004,전라북도,전체,667237,600947,100.0,11.0
202004,전라북도,자연관광,78773,54722,11.8,44.0
202004,전라북도,역사관광,59424,63897,8.9,-7.0
202004,전라북도,체험관광,5096,5589,0.8,-8.8
202004,전라북도,문화관광,72195,104514,10.8,-30.9
202004,전라북도,레저스포츠,29563,26170,4.4,13.0
202004,전라북도,쇼핑,36332,28202,5.4,28.8
202004,전라북도,음식,281165,225506,42.1,24.7
202004,전라북도,숙박,63752,60337,9.6,5.7
202004,전라북도,기타관광,40937,32010,6.1,27.9
202004,전라남도,전체,899402,735224,100.0,22.3
202004,전라남도,자연관광,124170,88241,13.8,40.7
202004,전라남도,역사관광,63569,58240,7.1,9.2
202004,전라남도,체험관광,6221,5271,0.7,18.0
202004,전라남도,문화관광,93375,101687,10.4,-8.2
202004,전라남도,레저스포츠,50821,41466,5.7,22.6
202004,전라남도,쇼핑,46904,35442,5.2,32.3
202004,전라남도,음식,288555,210101,32.1,37.3
202004,전라남도,숙박,113813,89642,12.7,27.0
202004,전라남도,기타관광,111974,105134,12.4,6.5
202004,경상북도,전체,802115,916744,100.0,-12.5
202004,경상북도,자연관광,124646,82661,15.5,50.8
202004,경상북도,역사관광,98939,150634,12.3,-34.3
202004,경상북도,체험관광,7818,12736,1.0,-38.6
202004,경상북도,문화관광,88168,123246,11.0,-28.5
202004,경상북도,레저스포츠,70104,60330,8.7,16.2
202004,경상북도,쇼핑,52083,44574,6.5,16.8
202004,경상북도,음식,239785,278699,29.9,-14.0
202004,경상북도,숙박,81615,127118,10.2,-35.8
202004,경상북도,기타관광,38957,36746,4.9,6.0
202004,경상남도,전체,1092852,1016726,100.0,7.5
202004,경상남도,자연관광,100463,65928,9.2,52.4
202004,경상남도,역사관광,80856,75365,7.4,7.3
202004,경상남도,체험관광,8918,9144,0.8,-2.5
202004,경상남도,문화관광,125522,163541,11.5,-23.2
202004,경상남도,레저스포츠,75023,65953,6.9,13.8
202004,경상남도,쇼핑,116431,102986,10.7,13.1
202004,경상남도,음식,394611,317033,36.1,24.5
202004,경상남도,숙박,120165,118063,11.0,1.8
202004,경상남도,기타관광,70863,98713,6.5,-28.2
202004,제주특별자치도,전체,743132,948245,100.0,-21.6
202004,제주특별자치도,자연관광,122091,144969,16.4,-15.8
202004,제주특별자치도,역사관광,6761,9114,0.9,-25.8
202004,제주특별자치도,체험관광,3024,3663,0.4,-17.4
202004,제주특별자치도,문화관광,53209,109115,7.2,-51.2
202004,제주특별자치도,레저스포츠,34447,41531,4.6,-17.1
202004,제주특별자치도,쇼핑,44773,59948,6.0,-25.3
202004,제주특별자치도,음식,262435,291834,35.3,-10.1
202004,제주특별자치도,숙박,125893,170722,16.9,-26.3
202004,제주특별자치도,기타관광,90499,117349,12.2,-22.9
202005,서울특별시,전체,4010901,3749929,100.0,7.0
202005,서울특별시,자연관광,30136,30021,0.8,0.4
202005,서울특별시,역사관광,104929,107657,2.6,-2.5
202005,서울특별시,체험관광,2638,2311,0.1,14.1
202005,서울특별시,문화관광,669270,913132,16.7,-26.7
202005,서울특별시,레저스포츠,40378,33333,1.0,21.1
202005,서울특별시,쇼핑,689590,609018,17.2,13.2
202005,서울특별시,음식,1902676,1391954,47.4,36.7
202005,서울특별시,숙박,450320,531850,11.2,-15.3
202005,서울특별시,기타관광,120964,130653,3.0,-7.4
202005,부산광역시,전체,1548174,1211270,100.0,27.8
202005,부산광역시,자연관광,152286,111381,9.8,36.7
202005,부산광역시,역사관광,55852,57261,3.6,-2.5
202005,부산광역시,체험관광,6893,6880,0.4,0.2
202005,부산광역시,문화관광,162297,186204,10.5,-12.8
202005,부산광역시,레저스포츠,38554,36249,2.5,6.4
202005,부산광역시,쇼핑,272672,154764,17.6,76.2
202005,부산광역시,음식,640782,420642,41.4,52.3
202005,부산광역시,숙박,146672,136606,9.5,7.4
202005,부산광역시,기타관광,72166,101283,4.7,-28.7
202005,대구광역시,전체,603553,546933,100.0,10.4
202005,대구광역시,자연관광,20935,18222,3.5,14.9
202005,대구광역시,역사관광,12748,12434,2.1,2.5
202005,대구광역시,체험관광,2114,3644,0.4,-42.0
202005,대구광역시,문화관광,84460,122380,14.0,-31.0
202005,대구광역시,레저스포츠,7363,8768,1.2,-16.0
202005,대구광역시,쇼핑,96361,73587,16.0,30.9
202005,대구광역시,음식,327692,245905,54.3,33.3
202005,대구광역시,숙박,39235,45997,6.5,-14.7
202005,대구광역시,기타관광,12645,15996,2.1,-20.9
202005,인천광역시,전체,1970426,1806239,100.0,9.1
202005,인천광역시,자연관광,290793,195855,14.8,48.5
202005,인천광역시,역사관광,43625,45932,2.2,-5.0
202005,인천광역시,체험관광,7527,10371,0.4,-27.4
202005,인천광역시,문화관광,189270,221445,9.6,-14.5
202005,인천광역시,레저스포츠,112379,99467,5.7,13.0
202005,인천광역시,쇼핑,304266,227247,15.4,33.9
202005,인천광역시,음식,730464,507459,37.1,43.9
202005,인천광역시,숙박,166217,144443,8.4,15.1
202005,인천광역시,기타관광,125885,354020,6.4,-64.4
202005,광주광역시,전체,422803,325461,100.0,29.9
202005,광주광역시,자연관광,3936,2805,0.9,40.3
202005,광주광역시,역사관광,5522,4846,1.3,13.9
202005,광주광역시,체험관광,37,19,0.0,94.7
202005,광주광역시,문화관광,50215,63771,11.9,-21.3
202005,광주광역시,레저스포츠,6761,6090,1.6,11.0
202005,광주광역시,쇼핑,50454,36835,11.9,37.0
202005,광주광역시,음식,260797,172802,61.7,50.9
202005,광주광역시,숙박,33067,27587,7.8,19.9
202005,광주광역시,기타관광,12014,10706,2.8,12.2
202005,대전광역시,전체,493477,395845,100.0,24.7
202005,대전광역시,자연관광,18707,17185,3.8,8.9
202005,대전광역시,역사관광,3743,3900,0.8,-4.0
202005,대전광역시,체험관광,161,82,0.0,96.3
202005,대전광역시,문화관광,55439,81722,11.2,-32.2
202005,대전광역시,레저스포츠,9469,8314,1.9,13.9
202005,대전광역시,쇼핑,55196,33270,11.2,65.9
202005,대전광역시,음식,300115,206158,60.8,45.6
202005,대전광역시,숙박,46852,41782,9.5,12.1
202005,대전광역시,기타관광,3795,3432,0.8,10.6
202005,울산광역시,전체,389007,292986,100.0,32.8
202005,울산광역시,자연관광,42139,24012,10.8,75.5
202005,울산광역시,역사관광,13337,12281,3.4,8.6
202005,울산광역시,체험관광,2800,1157,0.7,142.0
202005,울산광역시,문화관광,53775,66352,13.8,-19.0
202005,울산광역시,레저스포츠,13183,11536,3.4,14.3
202005,울산광역시,쇼핑,26568,19161,6.8,38.7
202005,울산광역시,음식,183241,120024,47.1,52.7
202005,울산광역시,숙박,29577,22027,7.6,34.3
202005,울산광역시,기타관광,24387,16436,6.3,48.4
202005,세종특별자치시,전체,194373,139644,100.0,39.2
202005,세종특별자치시,자연관광,7434,4910,3.8,51.4
202005,세종특별자치시,역사관광,2384,2360,1.2,1.0
202005,세종특별자치시,체험관광,98,145,0.1,-32.4
202005,세종특별자치시,문화관광,32846,30761,16.9,6.8
202005,세종특별자치시,레저스포츠,9928,5734,5.1,73.1
202005,세종특별자치시,쇼핑,18196,8673,9.4,109.8
202005,세종특별자치시,음식,117337,81670,60.4,43.7
202005,세종특별자치시,숙박,5847,4971,3.0,17.6
202005,세종특별자치시,기타관광,303,420,0.2,-27.9
202005,경기도,전체,9459964,7106052,100.0,33.1
202005,경기도,자연관광,427469,292641,4.5,46.1
202005,경기도,역사관광,225486,206088,2.4,9.4
202005,경기도,체험관광,41506,42718,0.4,-2.8
202005,경기도,문화관광,1045238,1209882,11.0,-13.6
202005,경기도,레저스포츠,980755,810684,10.4,21.0
202005,경기도,쇼핑,1469401,1053412,15.5,39.5
202005,경기도,음식,4523471,2897552,47.8,56.1
202005,경기도,숙박,556387,442749,5.9,25.7
202005,경기도,기타관광,190251,150326,2.0,26.6
202005,강원도,전체,2448737,1772345,100.0,38.2
202005,강원도,자연관광,402183,273153,16.4,47.2
202005,강원도,역사관광,94070,77224,3.8,21.8
202005,강원도,체험관광,14203,13904,0.6,2.2
202005,강원도,문화관광,188505,210922,7.7,-10.6
202005,강원도,레저스포츠,210084,169840,8.6,23.7
202005,강원도,쇼핑,148658,79169,6.1,87.8
202005,강원도,음식,808999,504936,33.0,60.2
202005,강원도,숙박,492783,374078,20.1,31.7
202005,강원도,기타관광,89252,69119,3.6,29.1
202005,충청북도,전체,905640,726490,100.0,24.7
202005,충청북도,자연관광,59338,48573,6.6,22.2
202005,충청북도,역사관광,38389,33524,4.2,14.5
202005,충청북도,체험관광,6955,7202,0.8,-3.4
202005,충청북도,문화관광,90823,96347,10.0,-5.7
202005,충청북도,레저스포츠,152310,114903,16.8,32.6
202005,충청북도,쇼핑,53022,40944,5.9,29.5
202005,충청북도,음식,338944,233120,37.4,45.4
202005,충청북도,숙박,100525,85989,11.1,16.9
202005,충청북도,기타관광,65334,65888,7.2,-0.8
202005,충청남도,전체,1681283,1318703,100.0,27.5
202005,충청남도,자연관광,327607,223921,19.5,46.3
202005,충청남도,역사관광,120728,112679,7.2,7.1
202005,충청남도,체험관광,25893,31210,1.5,-17.0
202005,충청남도,문화관광,162952,179038,9.7,-9.0
202005,충청남도,레저스포츠,89317,76554,5.3,16.7
202005,충청남도,쇼핑,107932,72813,6.4,48.2
202005,충청남도,음식,580674,396404,34.5,46.5
202005,충청남도,숙박,203896,154240,12.1,32.2
202005,충청남도,기타관광,62284,71844,3.7,-13.3
202005,전라북도,전체,931539,743846,100.0,25.2
202005,전라북도,자연관광,109128,68591,11.7,59.1
202005,전라북도,역사관광,74048,73572,7.9,0.6
202005,전라북도,체험관광,7318,7311,0.8,0.1
202005,전라북도,문화관광,95792,123396,10.3,-22.4
202005,전라북도,레저스포츠,38695,34194,4.2,13.2
202005,전라북도,쇼핑,48503,32984,5.2,47.1
202005,전라북도,음식,402267,273874,43.2,46.9
202005,전라북도,숙박,98114,89029,10.5,10.2
202005,전라북도,기타관광,57674,40895,6.2,41.0
202005,전라남도,전체,1315085,894750,100.0,47.0
202005,전라남도,자연관광,171157,113506,13.0,50.8
202005,전라남도,역사관광,77993,58413,5.9,33.5
202005,전라남도,체험관광,9718,6128,0.7,58.6
202005,전라남도,문화관광,147774,140963,11.2,4.8
202005,전라남도,레저스포츠,64889,47219,4.9,37.4
202005,전라남도,쇼핑,67055,40391,5.1,66.0
202005,전라남도,음식,437629,256195,33.3,70.8
202005,전라남도,숙박,174998,107768,13.3,62.4
202005,전라남도,기타관광,163872,124167,12.5,32.0
202005,경상북도,전체,1249058,1019573,100.0,22.5
202005,경상북도,자연관광,173797,100929,13.9,72.2
202005,경상북도,역사관광,145283,159183,11.6,-8.7
202005,경상북도,체험관광,11549,13692,0.9,-15.7
202005,경상북도,문화관광,127081,131375,10.2,-3.3
202005,경상북도,레저스포츠,90992,69737,7.3,30.5
202005,경상북도,쇼핑,74295,50382,5.9,47.5
202005,경상북도,음식,415084,307785,33.2,34.9
202005,경상북도,숙박,145856,139835,11.7,4.3
202005,경상북도,기타관광,65121,46655,5.2,39.6
202005,경상남도,전체,1636342,1172485,100.0,39.6
202005,경상남도,자연관광,147096,90419,9.0,62.7
202005,경상남도,역사관광,115084,97402,7.0,18.2
202005,경상남도,체험관광,13164,10694,0.8,23.1
202005,경상남도,문화관광,197454,187765,12.1,5.2
202005,경상남도,레저스포츠,96986,76591,5.9,26.6
202005,경상남도,쇼핑,153104,108698,9.4,40.9
202005,경상남도,음식,605257,375303,37.0,61.3
202005,경상남도,숙박,189452,139256,11.6,36.0
202005,경상남도,기타관광,118745,86357,7.3,37.5
202005,제주특별자치도,전체,1187978,1042432,100.0,14.0
202005,제주특별자치도,자연관광,188271,162371,15.8,16.0
202005,제주특별자치도,역사관광,10022,10257,0.8,-2.3
202005,제주특별자치도,체험관광,4000,3781,0.3,5.8
202005,제주특별자치도,문화관광,91338,120699,7.7,-24.3
202005,제주특별자치도,레저스포츠,54331,45367,4.6,19.8
202005,제주특별자치도,쇼핑,67763,60693,5.7,11.6
202005,제주특별자치도,음식,426077,325854,35.9,30.8
202005,제주특별자치도,숙박,208001,192087,17.5,8.3
202005,제주특별자치도,기타관광,138175,121323,11.6,13.9
202006,서울특별시,전체,3838874,3692710,100.0,4.0
202006,서울특별시,자연관광,27584,27375,0.7,0.8
202006,서울특별시,역사관광,88065,86820,2.3,1.4
202006,서울특별시,체험관광,2580,2330,0.1,10.7
202006,서울특별시,문화관광,629678,885529,16.4,-28.9
202006,서울특별시,레저스포츠,38281,35151,1.0,8.9
202006,서울특별시,쇼핑,647822,586243,16.9,10.5
202006,서울특별시,음식,1798651,1397349,46.9,28.7
202006,서울특별시,숙박,473897,543138,12.3,-12.7
202006,서울특별시,기타관광,132316,128775,3.4,2.7
202006,부산광역시,전체,1432139,1198839,100.0,19.5
202006,부산광역시,자연관광,133245,111970,9.3,19.0
202006,부산광역시,역사관광,44482,48933,3.1,-9.1
202006,부산광역시,체험관광,7084,7554,0.5,-6.2
202006,부산광역시,문화관광,146179,176020,10.2,-17.0
202006,부산광역시,레저스포츠,38294,33971,2.7,12.7
202006,부산광역시,쇼핑,229122,148374,16.0,54.4
202006,부산광역시,음식,592352,424962,41.4,39.4
202006,부산광역시,숙박,161732,147676,11.3,9.5
202006,부산광역시,기타관광,79649,99379,5.6,-19.9
202006,대구광역시,전체,614600,541085,100.0,13.6
202006,대구광역시,자연관광,17807,16017,2.9,11.2
202006,대구광역시,역사관광,10620,9232,1.7,15.0
202006,대구광역시,체험관광,2106,4672,0.3,-54.9
202006,대구광역시,문화관광,81130,119276,13.2,-32.0
202006,대구광역시,레저스포츠,8260,7879,1.3,4.8
202006,대구광역시,쇼핑,88786,68999,14.4,28.7
202006,대구광역시,음식,342826,252948,55.8,35.5
202006,대구광역시,숙박,51308,46321,8.3,10.8
202006,대구광역시,기타관광,11757,15741,1.9,-25.3
202006,인천광역시,전체,1737537,1812955,100.0,-4.2
202006,인천광역시,자연관광,251771,202883,14.5,24.1
202006,인천광역시,역사관광,30659,33399,1.8,-8.2
202006,인천광역시,체험관광,5662,10901,0.3,-48.1
202006,인천광역시,문화관광,150532,219882,8.7,-31.5
202006,인천광역시,레저스포츠,104127,94994,6.0,9.6
202006,인천광역시,쇼핑,263083,216586,15.1,21.5
202006,인천광역시,음식,654066,506373,37.6,29.2
202006,인천광역시,숙박,154601,157034,8.9,-1.5
202006,인천광역시,기타관광,123036,370903,7.1,-66.8
202006,광주광역시,전체,403326,327511,100.0,23.1
202006,광주광역시,자연관광,3183,2710,0.8,17.5
202006,광주광역시,역사관광,4326,3411,1.1,26.8
202006,광주광역시,체험관광,22,13,0.0,69.2
202006,광주광역시,문화관광,47669,63740,11.8,-25.2
202006,광주광역시,레저스포츠,6649,5537,1.6,20.1
202006,광주광역시,쇼핑,44588,34386,11.1,29.7
202006,광주광역시,음식,249726,178984,61.9,39.5
202006,광주광역시,숙박,35199,28671,8.7,22.8
202006,광주광역시,기타관광,11964,10059,3.0,18.9
202006,대전광역시,전체,437905,393661,100.0,11.2
202006,대전광역시,자연관광,13321,17287,3.0,-22.9
202006,대전광역시,역사관광,2881,2583,0.7,11.5
202006,대전광역시,체험관광,136,71,0.0,91.5
202006,대전광역시,문화관광,44929,77965,10.3,-42.4
202006,대전광역시,레저스포츠,8918,8068,2.0,10.5
202006,대전광역시,쇼핑,64445,31394,14.7,105.3
202006,대전광역시,음식,252870,210373,57.7,20.2
202006,대전광역시,숙박,47101,42553,10.8,10.7
202006,대전광역시,기타관광,3304,3367,0.8,-1.9
202006,울산광역시,전체,362569,272834,100.0,32.9
202006,울산광역시,자연관광,37965,24875,10.5,52.6
202006,울산광역시,역사관광,10441,8478,2.9,23.2
202006,울산광역시,체험관광,1990,911,0.5,118.4
202006,울산광역시,문화관광,42853,52582,11.8,-18.5
202006,울산광역시,레저스포츠,12708,11021,3.5,15.3
202006,울산광역시,쇼핑,24297,18428,6.7,31.8
202006,울산광역시,음식,179404,116950,49.5,53.4
202006,울산광역시,숙박,33564,23063,9.3,45.5
202006,울산광역시,기타관광,19347,16526,5.3,17.1
202006,세종특별자치시,전체,178982,139058,100.0,28.7
202006,세종특별자치시,자연관광,5243,4586,2.9,14.3
202006,세종특별자치시,역사관광,1618,1404,0.9,15.2
202006,세종특별자치시,체험관광,87,98,0.0,-11.2
202006,세종특별자치시,문화관광,24911,28888,13.9,-13.8
202006,세종특별자치시,레저스포츠,10962,5644,6.1,94.2
202006,세종특별자치시,쇼핑,16355,9145,9.1,78.8
202006,세종특별자치시,음식,112084,83462,62.6,34.3
202006,세종특별자치시,숙박,7282,5317,4.1,37.0
202006,세종특별자치시,기타관광,440,514,0.2,-14.4
202006,경기도,전체,8611479,7118976,100.0,21.0
202006,경기도,자연관광,372710,291695,4.3,27.8
202006,경기도,역사관광,179001,159761,2.1,12.0
202006,경기도,체험관광,34741,41393,0.4,-16.1
202006,경기도,문화관광,883899,1192939,10.3,-25.9
202006,경기도,레저스포츠,991601,805678,11.5,23.1
202006,경기도,쇼핑,1274529,1042429,14.8,22.3
202006,경기도,음식,4158796,2943658,48.3,41.3
202006,경기도,숙박,566587,499046,6.6,13.5
202006,경기도,기타관광,149615,142377,1.7,5.1
202006,강원도,전체,2559260,2005379,100.0,27.6
202006,강원도,자연관광,431692,295848,16.9,45.9
202006,강원도,역사관광,82933,72206,3.2,14.9
202006,강원도,체험관광,12431,14038,0.5,-11.4
202006,강원도,문화관광,187842,246504,7.3,-23.8
202006,강원도,레저스포츠,229587,179439,9.0,27.9
202006,강원도,쇼핑,147034,96123,5.7,53.0
202006,강원도,음식,811922,574213,31.7,41.4
202006,강원도,숙박,577420,457959,22.6,26.1
202006,강원도,기타관광,78399,69049,3.1,13.5
202006,충청북도,전체,868212,712997,100.0,21.8
202006,충청북도,자연관광,62996,50337,7.3,25.1
202006,충청북도,역사관광,29607,25249,3.4,17.3
202006,충청북도,체험관광,5985,7405,0.7,-19.2
202006,충청북도,문화관광,74405,90782,8.6,-18.0
202006,충청북도,레저스포츠,152366,113648,17.5,34.1
202006,충청북도,쇼핑,48023,38898,5.5,23.5
202006,충청북도,음식,329457,233579,37.9,41.0
202006,충청북도,숙박,110542,94487,12.7,17.0
202006,충청북도,기타관광,54831,58612,6.3,-6.5
202006,충청남도,전체,1450956,1249291,100.0,16.1
202006,충청남도,자연관광,273094,216126,18.8,26.4
202006,충청남도,역사관광,82351,82647,5.7,-0.4
202006,충청남도,체험관광,21366,32070,1.5,-33.4
202006,충청남도,문화관광,122718,151107,8.5,-18.8
202006,충청남도,레저스포츠,90250,74863,6.2,20.6
202006,충청남도,쇼핑,84088,65995,5.8,27.4
202006,충청남도,음식,536343,402560,37.0,33.2
202006,충청남도,숙박,195735,166222,13.5,17.8
202006,충청남도,기타관광,45011,57701,3.1,-22.0
202006,전라북도,전체,751151,641193,100.0,17.1
202006,전라북도,자연관광,83259,64691,11.1,28.7
202006,전라북도,역사관광,47023,55805,6.3,-15.7
202006,전라북도,체험관광,3711,5704,0.5,-34.9
202006,전라북도,문화관광,69561,85865,9.3,-19.0
202006,전라북도,레저스포츠,39832,30874,5.3,29.0
202006,전라북도,쇼핑,38593,29525,5.1,30.7
202006,전라북도,음식,331137,253308,44.1,30.7
202006,전라북도,숙박,95321,80761,12.7,18.0
202006,전라북도,기타관광,42714,34660,5.7,23.2
202006,전라남도,전체,1021164,800173,100.0,27.6
202006,전라남도,자연관광,126244,100989,12.4,25.0
202006,전라남도,역사관광,49608,45041,4.9,10.1
202006,전라남도,체험관광,6270,6305,0.6,-0.6
202006,전라남도,문화관광,107883,110545,10.6,-2.4
202006,전라남도,레저스포츠,61154,47382,6.0,29.1
202006,전라남도,쇼핑,50408,36372,4.9,38.6
202006,전라남도,음식,348907,240445,34.2,45.1
202006,전라남도,숙박,157330,114446,15.4,37.5
202006,전라남도,기타관광,113360,98648,11.1,14.9
202006,경상북도,전체,1133312,1005647,100.0,12.7
202006,경상북도,자연관광,151229,104827,13.3,44.3
202006,경상북도,역사관광,106871,128401,9.4,-16.8
202006,경상북도,체험관광,10300,13161,0.9,-21.7
202006,경상북도,문화관광,106028,137690,9.4,-23.0
202006,경상북도,레저스포츠,89805,67785,7.9,32.5
202006,경상북도,쇼핑,63218,49221,5.6,28.4
202006,경상북도,음식,398388,310127,35.2,28.5
202006,경상북도,숙박,155315,152111,13.7,2.1
202006,경상북도,기타관광,52158,42324,4.6,23.2
202006,경상남도,전체,1390174,1108107,100.0,25.5
202006,경상남도,자연관광,114620,83838,8.2,36.7
202006,경상남도,역사관광,79323,70323,5.7,12.8
202006,경상남도,체험관광,10758,10906,0.8,-1.4
202006,경상남도,문화관광,154360,167869,11.1,-8.0
202006,경상남도,레저스포츠,93153,76984,6.7,21.0
202006,경상남도,쇼핑,123047,99380,8.9,23.8
202006,경상남도,음식,549098,377116,39.5,45.6
202006,경상남도,숙박,179611,144864,12.9,24.0
202006,경상남도,기타관광,86204,76827,6.2,12.2
202006,제주특별자치도,전체,1283257,1098648,100.0,16.8
