기준년월,지자체,티맵카테고리중분류명,검색건수,전년동기검색건수,구성비,전년대비검색증감률
202102,충청남도,전체,1224256,698171,100.0,75.4
202102,충청남도,자연관광,210195,98051,17.2,114.4
202102,충청남도,역사관광,94819,44974,7.7,110.8
202102,충청남도,체험관광,11674,9624,1.0,21.3
202102,충청남도,문화관광,128980,68852,10.5,87.3
202102,충청남도,레저스포츠,53404,32095,4.4,66.4
202102,충청남도,쇼핑,91601,50741,7.5,80.5
202102,충청남도,음식,442811,301052,36.2,47.1
202102,충청남도,숙박,147087,73479,12.0,100.2
202102,충청남도,기타관광,43685,19303,3.6,126.3
202102,전라북도,전체,714226,413625,100.0,72.7
202102,전라북도,자연관광,71985,32688,10.1,120.2
202102,전라북도,역사관광,59991,29164,8.4,105.7
202102,전라북도,체험관광,2931,2227,0.4,31.6
202102,전라북도,문화관광,76830,47402,10.8,62.1
202102,전라북도,레저스포츠,33110,24883,4.6,33.1
202102,전라북도,쇼핑,46394,22990,6.5,101.8
202102,전라북도,음식,295268,190563,41.3,54.9
202102,전라북도,숙박,85920,45417,12.0,89.2
202102,전라북도,기타관광,41797,18291,5.9,128.5
202102,전라남도,전체,994003,601785,100.0,65.2
202102,전라남도,자연관광,125894,64731,12.7,94.5
202102,전라남도,역사관광,61240,33136,6.2,84.8
202102,전라남도,체험관광,6324,4395,0.6,43.9
202102,전라남도,문화관광,109188,67695,11.0,61.3
202102,전라남도,레저스포츠,45977,31239,4.6,47.2
202102,전라남도,쇼핑,57022,34814,5.7,63.8
202102,전라남도,음식,319541,207055,32.1,54.3
202102,전라남도,숙박,150066,90179,15.1,66.4
202102,전라남도,기타관광,118751,68541,11.9,73.3
202102,경상북도,전체,1238891,625961,100.0,97.9
202102,경상북도,자연관광,151642,69268,12.2,118.9
202102,경상북도,역사관광,153654,68902,12.4,123.0
202102,경상북도,체험관광,12242,10536,1.0,16.2
202102,경상북도,문화관광,136745,62371,11.0,119.2
202102,경상북도,레저스포츠,72448,39068,5.8,85.4
202102,경상북도,쇼핑,82281,45654,6.6,80.2
202102,경상북도,음식,401977,222520,32.4,80.6
202102,경상북도,숙박,161919,78564,13.1,106.1
202102,경상북도,기타관광,65983,29078,5.3,126.9
202102,경상남도,전체,1315649,802992,100.0,63.8
202102,경상남도,자연관광,94769,46962,7.2,101.8
202102,경상남도,역사관광,104652,48323,8.0,116.6
202102,경상남도,체험관광,11233,7769,0.9,44.6
202102,경상남도,문화관광,149291,90131,11.3,65.6
202102,경상남도,레저스포츠,82122,54178,6.2,51.6
202102,경상남도,쇼핑,143080,85451,10.9,67.4
202102,경상남도,음식,463041,329684,35.2,40.4
202102,경상남도,숙박,168283,96066,12.8,75.2
202102,경상남도,기타관광,99178,44428,7.5,123.2
202102,제주특별자치도,전체,1372420,694818,100.0,97.5
202102,제주특별자치도,자연관광,186616,99167,13.6,88.2
202102,제주특별자치도,역사관광,9646,5899,0.7,63.5
202102,제주특별자치도,체험관광,8034,5115,0.6,57.1
202102,제주특별자치도,문화관광,115233,64225,8.4,79.4
202102,제주특별자치도,레저스포츠,62577,26983,4.6,131.9
202102,제주특별자치도,쇼핑,76477,43393,5.6,76.2
202102,제주특별자치도,음식,504419,243717,36.8,107.0
202102,제주특별자치도,숙박,252066,121679,18.4,107.2
202102,제주특별자치도,기타관광,157352,84640,11.5,85.9
202103,서울특별시,전체,4091816,2888677,100.0,41.7
202103,서울특별시,자연관광,24708,26205,0.6,-5.7
202103,서울특별시,역사관광,101578,74442,2.5,36.5
202103,서울특별시,체험관광,1426,1863,0.0,-23.5
202103,서울특별시,문화관광,683786,516404,16.7,32.4
202103,서울특별시,레저스포츠,46633,23316,1.1,100.0
202103,서울특별시,쇼핑,724156,512302,17.7,41.4
202103,서울특별시,음식,1805908,1326461,44.1,36.1
202103,서울특별시,숙박,528343,320286,12.9,65.0
202103,서울특별시,기타관광,175278,87398,4.3,100.6
202103,부산광역시,전체,1442045,904521,100.0,59.4
202103,부산광역시,자연관광,126240,107831,8.8,17.1
202103,부산광역시,역사관광,41884,25559,2.9,63.9
202103,부산광역시,체험관광,4991,3862,0.3,29.2
202103,부산광역시,문화관광,163740,105744,11.4,54.8
202103,부산광역시,레저스포츠,40530,24725,2.8,63.9
202103,부산광역시,쇼핑,237164,169886,16.4,39.6
202103,부산광역시,음식,557546,348601,38.7,59.9
202103,부산광역시,숙박,169366,66677,11.7,154.0
202103,부산광역시,기타관광,100584,51636,7.0,94.8
202103,대구광역시,전체,707223,289841,100.0,144.0
202103,대구광역시,자연관광,21417,16000,3.0,33.9
202103,대구광역시,역사관광,14261,10804,2.0,32.0
202103,대구광역시,체험관광,2145,1178,0.3,82.1
202103,대구광역시,문화관광,109454,57517,15.5,90.3
202103,대구광역시,레저스포츠,9873,2939,1.4,235.9
202103,대구광역시,쇼핑,103404,43289,14.6,138.9
202103,대구광역시,음식,362941,130212,51.3,178.7
202103,대구광역시,숙박,63362,16419,9.0,285.9
202103,대구광역시,기타관광,20366,11483,2.9,77.4
202103,인천광역시,전체,1732135,1455230,100.0,19.0
202103,인천광역시,자연관광,196413,225832,11.3,-13.0
202103,인천광역시,역사관광,31969,30964,1.8,3.2
202103,인천광역시,체험관광,2175,2820,0.1,-22.9
202103,인천광역시,문화관광,177595,144177,10.3,23.2
202103,인천광역시,레저스포츠,91605,75744,5.3,20.9
202103,인천광역시,쇼핑,299838,215243,17.3,39.3
202103,인천광역시,음식,657596,513300,38.0,28.1
202103,인천광역시,숙박,148907,100144,8.6,48.7
202103,인천광역시,기타관광,126037,147006,7.3,-14.3
202103,광주광역시,전체,380234,248358,100.0,53.1
202103,광주광역시,자연관광,4499,3868,1.2,16.3
202103,광주광역시,역사관광,4290,3677,1.1,16.7
202103,광주광역시,체험관광,31,14,0.0,121.4
202103,광주광역시,문화관광,50444,31244,13.3,61.5
202103,광주광역시,레저스포츠,7804,4656,2.1,67.6
202103,광주광역시,쇼핑,49427,33105,13.0,49.3
202103,광주광역시,음식,213425,145219,56.1,47.0
202103,광주광역시,숙박,37366,20702,9.8,80.5
202103,광주광역시,기타관광,12948,5873,3.4,120.5
202103,대전광역시,전체,505218,281370,100.0,79.6
202103,대전광역시,자연관광,12269,13232,2.4,-7.3
202103,대전광역시,역사관광,3159,1966,0.6,60.7
202103,대전광역시,체험관광,57,90,0.0,-36.7
202103,대전광역시,문화관광,61707,39029,12.2,58.1
202103,대전광역시,레저스포츠,9868,6211,2.0,58.9
202103,대전광역시,쇼핑,83209,33626,16.5,147.5
202103,대전광역시,음식,276809,160672,54.8,72.3
202103,대전광역시,숙박,52050,24372,10.3,113.6
202103,대전광역시,기타관광,6090,2172,1.2,180.4
202103,울산광역시,전체,340891,213070,100.0,60.0
202103,울산광역시,자연관광,33596,30616,9.9,9.7
202103,울산광역시,역사관광,10571,8046,3.1,31.4
202103,울산광역시,체험관광,2021,910,0.6,122.1
202103,울산광역시,문화관광,46354,28068,13.6,65.1
202103,울산광역시,레저스포츠,12121,8559,3.6,41.6
202103,울산광역시,쇼핑,27599,15775,8.1,75.0
202103,울산광역시,음식,156357,86113,45.9,81.6
202103,울산광역시,숙박,31120,14432,9.1,115.6
202103,울산광역시,기타관광,21152,20551,6.2,2.9
202103,세종특별자치시,전체,191287,103728,100.0,84.4
202103,세종특별자치시,자연관광,5932,5928,3.1,0.1
202103,세종특별자치시,역사관광,1817,1405,0.9,29.3
202103,세종특별자치시,체험관광,234,15,0.1,1460.0
202103,세종특별자치시,문화관광,34092,18936,17.8,80.0
202103,세종특별자치시,레저스포츠,10370,6028,5.4,72.0
202103,세종특별자치시,쇼핑,14402,7526,7.5,91.4
202103,세종특별자치시,음식,116883,60529,61.1,93.1
202103,세종특별자치시,숙박,6920,3326,3.6,108.1
202103,세종특별자치시,기타관광,637,35,0.3,1720.0
202103,경기도,전체,8545317,6287316,100.0,35.9
202103,경기도,자연관광,272864,304910,3.2,-10.5
202103,경기도,역사관광,181120,166928,2.1,8.5
202103,경기도,체험관광,32494,26969,0.4,20.5
202103,경기도,문화관광,947883,745374,11.1,27.2
202103,경기도,레저스포츠,868183,660138,10.2,31.5
202103,경기도,쇼핑,1567946,984483,18.3,59.3
202103,경기도,음식,4058541,2923346,47.5,38.8
202103,경기도,숙박,483845,316427,5.7,52.9
202103,경기도,기타관광,132441,158741,1.5,-16.6
202103,강원도,전체,1542408,1371311,100.0,12.5
202103,강원도,자연관광,213212,240927,13.8,-11.5
202103,강원도,역사관광,54395,54795,3.5,-0.7
202103,강원도,체험관광,7392,7815,0.5,-5.4
202103,강원도,문화관광,123288,99192,8.0,24.3
202103,강원도,레저스포츠,144952,116300,9.4,24.6
202103,강원도,쇼핑,100469,88406,6.5,13.6
202103,강원도,음식,536903,467493,34.8,14.8
202103,강원도,숙박,313104,246700,20.3,26.9
202103,강원도,기타관광,48693,49683,3.2,-2.0
202103,충청북도,전체,748840,478438,100.0,56.5
202103,충청북도,자연관광,35251,30794,4.7,14.5
202103,충청북도,역사관광,26101,24309,3.5,7.4
202103,충청북도,체험관광,4350,3966,0.6,9.7
202103,충청북도,문화관광,68568,52349,9.2,31.0
202103,충청북도,레저스포츠,135010,91120,18.0,48.2
202103,충청북도,쇼핑,51863,31889,6.9,62.6
202103,충청북도,음식,297962,176430,39.8,68.9
202103,충청북도,숙박,81053,41020,10.8,97.6
202103,충청북도,기타관광,48682,26561,6.5,83.3
202103,충청남도,전체,1274146,876119,100.0,45.4
202103,충청남도,자연관광,192780,195356,15.1,-1.3
202103,충청남도,역사관광,95685,75119,7.5,27.4
202103,충청남도,체험관광,11355,9279,0.9,22.4
202103,충청남도,문화관광,126025,92292,9.9,36.6
202103,충청남도,레저스포츠,77035,48052,6.0,60.3
202103,충청남도,쇼핑,94732,60246,7.4,57.2
202103,충청남도,음식,499803,290943,39.2,71.8
202103,충청남도,숙박,137210,73346,10.8,87.1
202103,충청남도,기타관광,39521,31486,3.1,25.5
202103,전라북도,전체,667886,471008,100.0,41.8
202103,전라북도,자연관광,59013,59847,8.8,-1.4
202103,전라북도,역사관광,50163,35958,7.5,39.5
202103,전라북도,체험관광,2964,2871,0.4,3.2
202103,전라북도,문화관광,69136,47817,10.4,44.6
202103,전라북도,레저스포츠,34648,21780,5.2,59.1
202103,전라북도,쇼핑,45748,27437,6.8,66.7
202103,전라북도,음식,294140,207445,44.0,41.8
202103,전라북도,숙박,76491,40506,11.5,88.8
202103,전라북도,기타관광,35583,27347,5.3,30.1
202103,전라남도,전체,1014086,754580,100.0,34.4
202103,전라남도,자연관광,111218,104161,11.0,6.8
202103,전라남도,역사관광,78140,52866,7.7,47.8
202103,전라남도,체험관광,15944,13055,1.6,22.1
202103,전라남도,문화관광,120251,106853,11.9,12.5
202103,전라남도,레저스포츠,52435,37540,5.2,39.7
202103,전라남도,쇼핑,57947,38551,5.7,50.3
202103,전라남도,음식,335825,236459,33.1,42.0
202103,전라남도,숙박,133202,80559,13.1,65.3
202103,전라남도,기타관광,109124,84536,10.8,29.1
202103,경상북도,전체,1135770,543476,100.0,109.0
202103,경상북도,자연관광,114083,103811,10.0,9.9
202103,경상북도,역사관광,134504,61315,11.8,119.4
202103,경상북도,체험관광,9991,5339,0.9,87.1
202103,경상북도,문화관광,130050,74156,11.5,75.4
202103,경상북도,레저스포츠,84755,49715,7.5,70.5
202103,경상북도,쇼핑,72160,35361,6.4,104.1
202103,경상북도,음식,403348,141714,35.5,184.6
202103,경상북도,숙박,138113,39810,12.2,246.9
202103,경상북도,기타관광,48766,32255,4.3,51.2
202103,경상남도,전체,1365164,874977,100.0,56.0
202103,경상남도,자연관광,84902,78427,6.2,8.3
202103,경상남도,역사관광,108290,67502,7.9,60.4
202103,경상남도,체험관광,10472,6999,0.8,49.6
202103,경상남도,문화관광,166436,121601,12.2,36.9
202103,경상남도,레저스포츠,89380,56006,6.5,59.6
202103,경상남도,쇼핑,154301,97931,11.3,57.6
202103,경상남도,음식,490284,306918,35.9,59.7
202103,경상남도,숙박,142307,76196,10.4,86.8
202103,경상남도,기타관광,118792,63397,8.7,87.4
202103,제주특별자치도,전체,1614396,706322,100.0,128.6
202103,제주특별자치도,자연관광,233811,117563,14.5,98.9
202103,제주특별자치도,역사관광,15154,5941,0.9,155.1
202103,제주특별자치도,체험관광,4938,3593,0.3,37.4
202103,제주특별자치도,문화관광,123005,53990,7.6,127.8
202103,제주특별자치도,레저스포츠,71709,29943,4.4,139.5
202103,제주특별자치도,쇼핑,92598,42958,5.7,115.6
202103,제주특별자치도,음식,587760,245060,36.4,139.8
202103,제주특별자치도,숙박,287538,116787,17.8,146.2
202103,제주특별자치도,기타관광,197883,90487,12.3,118.7
202104,서울특별시,전체,4224714,3259513,100.0,29.6
202104,서울특별시,자연관광,29727,28165,0.7,5.5
202104,서울특별시,역사관광,112943,90044,2.7,25.4
202104,서울특별시,체험관광,1527,2143,0.0,-28.7
202104,서울특별시,문화관광,810039,530397,19.2,52.7
202104,서울특별시,레저스포츠,49487,27168,1.2,82.2
202104,서울특별시,쇼핑,694551,590389,16.4,17.6
202104,서울특별시,음식,1784891,1547183,42.2,15.4
202104,서울특별시,숙박,540386,346768,12.8,55.8
202104,서울특별시,기타관광,201163,97256,4.8,106.8
202104,부산광역시,전체,1403068,1126428,100.0,24.6
202104,부산광역시,자연관광,130390,118728,9.3,9.8
202104,부산광역시,역사관광,42744,37565,3.0,13.8
202104,부산광역시,체험관광,4699,5009,0.3,-6.2
202104,부산광역시,문화관광,165716,112221,11.8,47.7
202104,부산광역시,레저스포츠,43439,31031,3.1,40.0
202104,부산광역시,쇼핑,219173,213788,15.6,2.5
202104,부산광역시,음식,524046,454891,37.4,15.2
202104,부산광역시,숙박,173594,98271,12.4,76.6
202104,부산광역시,기타관광,99267,54924,7.1,80.7
202104,대구광역시,전체,735794,409740,100.0,79.6
202104,대구광역시,자연관광,28019,19912,3.8,40.7
202104,대구광역시,역사관광,14783,11881,2.0,24.4
202104,대구광역시,체험관광,2224,1496,0.3,48.7
202104,대구광역시,문화관광,123693,65119,16.8,89.9
202104,대구광역시,레저스포츠,10857,4682,1.5,131.9
202104,대구광역시,쇼핑,101767,66089,13.8,54.0
202104,대구광역시,음식,363713,207081,49.4,75.6
202104,대구광역시,숙박,69305,21132,9.4,228.0
202104,대구광역시,기타관광,21433,12348,2.9,73.6
202104,인천광역시,전체,1903853,1636740,100.0,16.3
202104,인천광역시,자연관광,237593,245851,12.5,-3.4
202104,인천광역시,역사관광,39002,36247,2.0,7.6
202104,인천광역시,체험관광,3481,3757,0.2,-7.3
202104,인천광역시,문화관광,214640,159607,11.3,34.5
202104,인천광역시,레저스포츠,110239,96976,5.8,13.7
202104,인천광역시,쇼핑,299075,263208,15.7,13.6
202104,인천광역시,음식,692265,589070,36.4,17.5
202104,인천광역시,숙박,168137,123048,8.8,36.6
202104,인천광역시,기타관광,139421,118976,7.3,17.2
202104,광주광역시,전체,394358,313089,100.0,26.0
202104,광주광역시,자연관광,4114,4495,1.0,-8.5
202104,광주광역시,역사관광,4871,4867,1.2,0.1
202104,광주광역시,체험관광,94,34,0.0,176.5
202104,광주광역시,문화관광,57248,35764,14.5,60.1
202104,광주광역시,레저스포츠,8304,5909,2.1,40.5
202104,광주광역시,쇼핑,49070,39767,12.4,23.4
202104,광주광역시,음식,215389,187909,54.6,14.6
202104,광주광역시,숙박,40755,26109,10.3,56.1
202104,광주광역시,기타관광,14513,8235,3.7,76.2
202104,대전광역시,전체,494544,371378,100.0,33.2
202104,대전광역시,자연관광,18006,15516,3.6,16.0
202104,대전광역시,역사관광,3340,2768,0.7,20.7
202104,대전광역시,체험관광,151,189,0.0,-20.1
202104,대전광역시,문화관광,67528,50018,13.7,35.0
202104,대전광역시,레저스포츠,11035,8070,2.2,36.7
202104,대전광역시,쇼핑,77096,41248,15.6,86.9
202104,대전광역시,음식,259728,216695,52.5,19.9
202104,대전광역시,숙박,50191,31658,10.1,58.5
202104,대전광역시,기타관광,7469,5216,1.5,43.2
202104,울산광역시,전체,341331,271041,100.0,25.9
202104,울산광역시,자연관광,35848,32248,10.5,11.2
202104,울산광역시,역사관광,10944,10557,3.2,3.7
202104,울산광역시,체험관광,1859,1165,0.5,59.6
202104,울산광역시,문화관광,52214,34064,15.3,53.3
202104,울산광역시,레저스포츠,13574,10957,4.0,23.9
202104,울산광역시,쇼핑,27311,20345,8.0,34.2
202104,울산광역시,음식,147250,122089,43.1,20.6
202104,울산광역시,숙박,31402,19618,9.2,60.1
202104,울산광역시,기타관광,20929,19998,6.1,4.7
202104,세종특별자치시,전체,205512,146639,100.0,40.1
202104,세종특별자치시,자연관광,9231,10746,4.5,-14.1
202104,세종특별자치시,역사관광,2661,2236,1.3,19.0
202104,세종특별자치시,체험관광,217,82,0.1,164.6
202104,세종특별자치시,문화관광,41530,24916,20.2,66.7
202104,세종특별자치시,레저스포츠,12109,8067,5.9,50.1
202104,세종특별자치시,쇼핑,13251,9865,6.4,34.3
202104,세종특별자치시,음식,116817,86157,56.8,35.6
202104,세종특별자치시,숙박,8868,4241,4.3,109.1
202104,세종특별자치시,기타관광,828,329,0.4,151.7
202104,경기도,전체,9511064,7855449,100.0,21.1
202104,경기도,자연관광,394628,382120,4.1,3.3
202104,경기도,역사관광,226753,210928,2.4,7.5
202104,경기도,체험관광,37170,32096,0.4,15.8
202104,경기도,문화관광,1230046,898701,12.9,36.9
202104,경기도,레저스포츠,1054417,883448,11.1,19.4
202104,경기도,쇼핑,1499744,1244240,15.8,20.5
202104,경기도,음식,4334038,3597138,45.6,20.5
202104,경기도,숙박,560377,431990,5.9,29.7
202104,경기도,기타관광,173891,174788,1.8,-0.5
202104,강원도,전체,2105988,1715043,100.0,22.8
202104,강원도,자연관광,300192,281601,14.3,6.6
202104,강원도,역사관광,76706,68526,3.6,11.9
202104,강원도,체험관광,10226,9277,0.5,10.2
202104,강원도,문화관광,174462,121375,8.3,43.7
202104,강원도,레저스포츠,206895,160774,9.8,28.7
202104,강원도,쇼핑,125995,107532,6.0,17.2
202104,강원도,음식,683727,560517,32.5,22.0
202104,강원도,숙박,450586,347280,21.4,29.7
202104,강원도,기타관광,77199,58161,3.7,32.7
202104,충청북도,전체,924877,693029,100.0,33.5
202104,충청북도,자연관광,51726,44791,5.6,15.5
202104,충청북도,역사관광,37637,34480,4.1,9.2
202104,충청북도,체험관광,4829,5194,0.5,-7.0
202104,충청북도,문화관광,96789,72237,10.5,34.0
202104,충청북도,레저스포츠,171162,129989,18.5,31.7
202104,충청북도,쇼핑,54426,42919,5.9,26.8
202104,충청북도,음식,330465,248920,35.7,32.8
202104,충청북도,숙박,105683,67168,11.4,57.3
202104,충청북도,기타관광,72160,47331,7.8,52.5
202104,충청남도,전체,1638260,1318157,100.0,24.3
202104,충청남도,자연관광,258856,272399,15.8,-5.0
202104,충청남도,역사관광,167899,125055,10.2,34.3
202104,충청남도,체험관광,16707,16020,1.0,4.3
202104,충청남도,문화관광,178482,135420,10.9,31.8
202104,충청남도,레저스포츠,98554,71654,6.0,37.5
202104,충청남도,쇼핑,99443,83265,6.1,19.4
202104,충청남도,음식,575447,426682,35.1,34.9
202104,충청남도,숙박,187728,141222,11.5,32.9
202104,충청남도,기타관광,55144,46440,3.4,18.7
202104,전라북도,전체,788936,667228,100.0,18.2
202104,전라북도,자연관광,82272,78767,10.4,4.4
202104,전라북도,역사관광,71838,59424,9.1,20.9
202104,전라북도,체험관광,5833,5096,0.7,14.5
202104,전라북도,문화관광,92109,72195,11.7,27.6
202104,전라북도,레저스포츠,42753,29560,5.4,44.6
202104,전라북도,쇼핑,45378,36332,5.8,24.9
202104,전라북도,음식,306261,281165,38.8,8.9
202104,전라북도,숙박,96228,63752,12.2,50.9
202104,전라북도,기타관광,46264,40937,5.9,13.0
202104,전라남도,전체,1107329,899394,100.0,23.1
202104,전라남도,자연관광,131922,124170,11.9,6.2
202104,전라남도,역사관광,73301,63569,6.6,15.3
202104,전라남도,체험관광,7104,6221,0.6,14.2
202104,전라남도,문화관광,128809,93375,11.6,37.9
202104,전라남도,레저스포츠,66987,50813,6.0,31.8
202104,전라남도,쇼핑,57309,46904,5.2,22.2
202104,전라남도,음식,351064,288555,31.7,21.7
202104,전라남도,숙박,159464,113813,14.4,40.1
202104,전라남도,기타관광,131369,111974,11.9,17.3
202104,경상북도,전체,1363810,802103,100.0,70.0
202104,경상북도,자연관광,139932,124646,10.3,12.3
202104,경상북도,역사관광,188287,98939,13.8,90.3
202104,경상북도,체험관광,10290,7818,0.8,31.6
202104,경상북도,문화관광,144406,88165,10.6,63.8
202104,경상북도,레저스포츠,100592,70095,7.4,43.5
202104,경상북도,쇼핑,74668,52083,5.5,43.4
202104,경상북도,음식,457011,239785,33.5,90.6
202104,경상북도,숙박,185551,81615,13.6,127.3
202104,경상북도,기타관광,63073,38957,4.6,61.9
202104,경상남도,전체,1427946,1092843,100.0,30.7
202104,경상남도,자연관광,107091,100463,7.5,6.6
202104,경상남도,역사관광,102260,80856,7.2,26.5
202104,경상남도,체험관광,10649,8918,0.7,19.4
202104,경상남도,문화관광,175497,125513,12.3,39.8
202104,경상남도,레저스포츠,104557,75023,7.3,39.4
202104,경상남도,쇼핑,143492,116431,10.0,23.2
202104,경상남도,음식,506189,394611,35.4,28.3
202104,경상남도,숙박,175879,120165,12.3,46.4
202104,경상남도,기타관광,102332,70863,7.2,44.4
202104,제주특별자치도,전체,1948963,743132,100.0,162.3
202104,제주특별자치도,자연관광,282811,122091,14.5,131.6
202104,제주특별자치도,역사관광,17799,6761,0.9,163.3
202104,제주특별자치도,체험관광,3968,3024,0.2,31.2
202104,제주특별자치도,문화관광,149119,53209,7.7,180.3
202104,제주특별자치도,레저스포츠,93033,34447,4.8,170.1
202104,제주특별자치도,쇼핑,105804,44773,5.4,136.3
202104,제주특별자치도,음식,709929,262435,36.4,170.5
202104,제주특별자치도,숙박,359454,125893,18.4,185.5
202104,제주특별자치도,기타관광,227046,90499,11.6,150.9
202105,서울특별시,전체,4740968,4010901,100.0,18.2
202105,서울특별시,자연관광,31270,30136,0.7,3.8
202105,서울특별시,역사관광,137927,104929,2.9,31.4
202105,서울특별시,체험관광,1923,2638,0.0,-27.1
202105,서울특별시,문화관광,904808,669270,19.1,35.2
202105,서울특별시,레저스포츠,53798,40378,1.1,33.2
202105,서울특별시,쇼핑,758008,689590,16.0,9.9
202105,서울특별시,음식,2053165,1902676,43.3,7.9
202105,서울특별시,숙박,592055,450320,12.5,31.5
202105,서울특별시,기타관광,208014,120964,4.4,72.0
202105,부산광역시,전체,1720838,1548174,100.0,11.2
202105,부산광역시,자연관광,163950,152286,9.5,7.7
202105,부산광역시,역사관광,65211,55852,3.8,16.8
202105,부산광역시,체험관광,5284,6893,0.3,-23.3
202105,부산광역시,문화관광,203615,162297,11.8,25.5
202105,부산광역시,레저스포츠,48930,38554,2.8,26.9
202105,부산광역시,쇼핑,252645,272672,14.7,-7.3
202105,부산광역시,음식,660574,640782,38.4,3.1
202105,부산광역시,숙박,206487,146672,12.0,40.8
202105,부산광역시,기타관광,114142,72166,6.6,58.2
202105,대구광역시,전체,836737,603520,100.0,38.6
202105,대구광역시,자연관광,24043,20935,2.9,14.8
202105,대구광역시,역사관광,17483,12740,2.1,37.2
202105,대구광역시,체험관광,2580,2114,0.3,22.0
202105,대구광역시,문화관광,145634,84456,17.4,72.4
202105,대구광역시,레저스포츠,13644,7360,1.6,85.4
202105,대구광역시,쇼핑,110652,96361,13.2,14.8
202105,대구광역시,음식,423438,327692,50.6,29.2
202105,대구광역시,숙박,77738,39235,9.3,98.1
202105,대구광역시,기타관광,21525,12627,2.6,70.5
202105,인천광역시,전체,2267184,1970414,100.0,15.1
202105,인천광역시,자연관광,287448,290793,12.7,-1.2
202105,인천광역시,역사관광,49322,43625,2.2,13.1
202105,인천광역시,체험관광,6911,7527,0.3,-8.2
202105,인천광역시,문화관광,251940,189270,11.1,33.1
202105,인천광역시,레저스포츠,126012,112379,5.6,12.1
202105,인천광역시,쇼핑,341835,304260,15.1,12.3
202105,인천광역시,음식,836768,730464,36.9,14.6
202105,인천광역시,숙박,208059,166217,9.2,25.2
202105,인천광역시,기타관광,158889,125879,7.0,26.2
202105,광주광역시,전체,421694,422803,100.0,-0.3
202105,광주광역시,자연관광,4439,3936,1.1,12.8
202105,광주광역시,역사관광,6511,5522,1.5,17.9
202105,광주광역시,체험관광,69,37,0.0,86.5
202105,광주광역시,문화관광,61086,50215,14.5,21.6
202105,광주광역시,레저스포츠,9640,6761,2.3,42.6
202105,광주광역시,쇼핑,52024,50454,12.3,3.1
202105,광주광역시,음식,231291,260797,54.8,-11.3
202105,광주광역시,숙박,41351,33067,9.8,25.1
202105,광주광역시,기타관광,15283,12014,3.6,27.2
202105,대전광역시,전체,593043,493470,100.0,20.2
202105,대전광역시,자연관광,23436,18707,4.0,25.3
202105,대전광역시,역사관광,5222,3743,0.9,39.5
202105,대전광역시,체험관광,134,161,0.0,-16.8
202105,대전광역시,문화관광,82516,55439,13.9,48.8
202105,대전광역시,레저스포츠,12750,9465,2.1,34.7
202105,대전광역시,쇼핑,89370,55196,15.1,61.9
202105,대전광역시,음식,315853,300115,53.3,5.2
202105,대전광역시,숙박,57738,46849,9.7,23.2
202105,대전광역시,기타관광,6024,3795,1.0,58.7
202105,울산광역시,전체,391436,388976,100.0,0.6
202105,울산광역시,자연관광,47345,42108,12.1,12.4
202105,울산광역시,역사관광,15677,13337,4.0,17.5
202105,울산광역시,체험관광,2419,2800,0.6,-13.6
202105,울산광역시,문화관광,63213,53775,16.1,17.6
202105,울산광역시,레저스포츠,14215,13183,3.6,7.8
202105,울산광역시,쇼핑,29169,26568,7.5,9.8
202105,울산광역시,음식,163098,183241,41.7,-11.0
202105,울산광역시,숙박,32528,29577,8.3,10.0
202105,울산광역시,기타관광,23772,24387,6.1,-2.5
202105,세종특별자치시,전체,234200,194353,100.0,20.5
202105,세종특별자치시,자연관광,7563,7417,3.2,2.0
202105,세종특별자치시,역사관광,3799,2384,1.6,59.4
202105,세종특별자치시,체험관광,205,95,0.1,115.8
202105,세종특별자치시,문화관광,53436,32846,22.8,62.7
202105,세종특별자치시,레저스포츠,13637,9928,5.8,37.4
202105,세종특별자치시,쇼핑,14898,18196,6.4,-18.1
202105,세종특별자치시,음식,130957,117337,55.9,11.6
202105,세종특별자치시,숙박,8996,5847,3.8,53.9
202105,세종특별자치시,기타관광,709,303,0.3,134.0
202105,경기도,전체,11046454,9459964,100.0,16.8
202105,경기도,자연관광,471072,427469,4.3,10.2
202105,경기도,역사관광,288088,225486,2.6,27.8
202105,경기도,체험관광,43646,41506,0.4,5.2
202105,경기도,문화관광,1427609,1045238,12.9,36.6
202105,경기도,레저스포츠,1138549,980755,10.3,16.1
202105,경기도,쇼핑,1708831,1469401,15.5,16.3
202105,경기도,음식,5106270,4523471,46.2,12.9
202105,경기도,숙박,667046,556387,6.0,19.9
202105,경기도,기타관광,195343,190251,1.8,2.7
202105,강원도,전체,2756849,2448733,100.0,12.6
202105,강원도,자연관광,393697,402179,14.3,-2.1
202105,강원도,역사관광,103232,94070,3.7,9.7
202105,강원도,체험관광,15206,14203,0.6,7.1
202105,강원도,문화관광,238030,188505,8.6,26.3
202105,강원도,레저스포츠,250802,210084,9.1,19.4
202105,강원도,쇼핑,160772,148658,5.8,8.1
202105,강원도,음식,891681,808999,32.3,10.2
202105,강원도,숙박,604559,492783,21.9,22.7
202105,강원도,기타관광,98870,89252,3.6,10.8
202105,충청북도,전체,1080046,905620,100.0,19.3
202105,충청북도,자연관광,69400,59338,6.4,17.0
202105,충청북도,역사관광,48157,38389,4.5,25.4
202105,충청북도,체험관광,5913,6955,0.5,-15.0
202105,충청북도,문화관광,106158,90823,9.8,16.9
