기준년월,광역지자체,중분류,,지출액,전년도 지출액
202010,부산광역시,레저용품쇼핑,4003,40812.0,305510.0
202010,부산광역시,대형쇼핑몰,4004,2305111.0,1.1694078E7
202010,부산광역시,카지노,5001,11100.0,5729845.0
202010,부산광역시,관광유원시설,5002,20605.0,173262.0
202010,부산광역시,골프장,5003,34754.0,16906.0
202010,부산광역시,기타레저,5005,100.0,1345.0
202010,부산광역시,문화서비스,5006,1663.0,12447.0
202010,부산광역시,식음료,6001,803303.0,4067686.0
202011,부산광역시,총소비,0000,3905251.0,3.0431834E7
202011,부산광역시,호텔,1001,486765.0,3712985.0
202011,부산광역시,콘도,1002,330.0,2428.0
202011,부산광역시,캠핑장/펜션,1003,0.0,237.0
202011,부산광역시,기타숙박,1004,244728.0,1474347.0
202011,부산광역시,여행업,2001,55.0,3174.0
202011,부산광역시,육상운송,3001,312.0,4895.0
202011,부산광역시,수상운송,3002,110.0,9103.0
202011,부산광역시,항공운송,3003,642.0,27473.0
202011,부산광역시,렌터카,3004,6001.0,26825.0
202011,부산광역시,면세점,4001,45895.0,3707209.0
202011,부산광역시,관광기념품,4002,5721.0,611021.0
202011,부산광역시,레저용품쇼핑,4003,33745.0,227866.0
202011,부산광역시,대형쇼핑몰,4004,2256009.0,9408487.0
202011,부산광역시,카지노,5001,34800.0,8074050.0
202011,부산광역시,관광유원시설,5002,16381.0,80612.0
202011,부산광역시,골프장,5003,27264.0,24922.0
202011,부산광역시,기타레저,5005,112.0,227.0
202011,부산광역시,문화서비스,5006,1401.0,5242.0
202011,부산광역시,식음료,6001,744980.0,3030732.0
202012,부산광역시,총소비,0000,3325660.0,3.3509173E7
202012,부산광역시,호텔,1001,303246.0,3316510.0
202012,부산광역시,콘도,1002,304.0,1705.0
202012,부산광역시,캠핑장/펜션,1003,0.0,120.0
202012,부산광역시,기타숙박,1004,156546.0,1460785.0
202012,부산광역시,여행업,2001,0.0,1203.0
202012,부산광역시,육상운송,3001,105.0,11331.0
202012,부산광역시,수상운송,3002,0.0,10442.0
202012,부산광역시,항공운송,3003,419.0,39991.0
202012,부산광역시,렌터카,3004,5594.0,21840.0
202012,부산광역시,면세점,4001,55819.0,3162250.0
202012,부산광역시,관광기념품,4002,3928.0,592723.0
202012,부산광역시,레저용품쇼핑,4003,26128.0,289059.0
202012,부산광역시,대형쇼핑몰,4004,2339075.0,1.0824872E7
202012,부산광역시,카지노,5001,7400.0,1.0638051E7
202012,부산광역시,관광유원시설,5002,4267.0,81402.0
202012,부산광역시,골프장,5003,13206.0,17871.0
202012,부산광역시,기타레저,5005,64.0,72.0
202012,부산광역시,문화서비스,5006,743.0,3945.0
202012,부산광역시,식음료,6001,408816.0,3035001.0
